Flach et al, J Phys Chem B, vol 101, no 1, 1997
Figure 3 - methylene stretching vib for p-polarization, RA @ 50 deg
wn, mRAU
2984.7887323944 44.79166666666667
2981.9718309859 44.93055555555556
2979.1549295775 45.06944444444445
2979.1549295775 45.06944444444445
2974.6478873239 44.93055555555556
2974.6478873239 44.93055555555556
2972.9577464789 43.54166666666667
2972.9577464789 43.54166666666667
2969.5774647887 43.54166666666667
2963.3802816901 43.54166666666667
2963.3802816901 43.54166666666667
2962.2535211268 42.56944444444444
            2960 41.875
2954.9295774648 41.04166666666667
2954.3661971831 42.01388888888889
2953.2394366197 42.986111111111114
2952.1126760563 43.81944444444444
2948.7323943662 43.68055555555556
2945.3521126761 42.986111111111114
  2943.661971831 42.15277777777778
2940.2816901408 42.84722222222222
2938.5915492958 41.875
  2936.338028169 40.76388888888889
2934.0845070423 39.79166666666667
2933.5211267606 38.68055555555556
2930.7042253521 37.84722222222222
  2929.014084507 37.15277777777778
2927.8873239437 36.04166666666667
  2927.323943662 35.208333333333336
2926.7605633803 34.236111111111114
2926.1971830986 33.26388888888889
2925.6338028169 32.43055555555556
2925.0704225352 31.319444444444446
2924.5070422535 30.208333333333336
2923.3802816901 29.23611111111111
2922.8169014085 28.125
2922.8169014085 27.01388888888889
2922.2535211268 26.180555555555557
2922.2535211268 25.069444444444446
2921.6901408451 23.819444444444446
2921.6901408451 22.291666666666668
2920.5633802817 21.180555555555557
            2920 20.34722222222222
2920.5633802817 19.09722222222222
2919.4366197183 18.26388888888889
2918.8732394366 17.291666666666668
2919.4366197183 16.319444444444446
2918.8732394366 15.208333333333334
2917.7464788732 13.958333333333334
2914.3661971831 13.125
2916.0563380282 12.291666666666668
2914.3661971831 13.819444444444445
2914.3661971831 13.819444444444445
2913.8028169014 16.041666666666668
2913.8028169014 16.041666666666668
2913.2394366197 17.708333333333336
2913.2394366197 17.708333333333336
  2912.676056338 18.819444444444446
  2912.676056338 19.791666666666668
  2912.676056338 20.90277777777778
2912.1126760563 22.01388888888889
2912.1126760563 22.98611111111111
2911.5492957746 23.958333333333336
  2910.985915493 24.930555555555557
  2910.985915493 26.041666666666668
  2910.985915493 27.15277777777778
2909.8591549296 28.125
2909.8591549296 29.930555555555557
2909.8591549296 29.930555555555557
2909.2957746479 31.041666666666668
2909.2957746479 32.29166666666667
2908.7323943662 33.125
2908.1690140845 34.09722222222222
2907.6056338028 35.208333333333336
2907.6056338028 36.31944444444444
2906.4788732394 37.56944444444444
2905.3521126761 38.54166666666667
 2903.661971831 39.375
2902.5352112676 40.486111111111114
2900.2816901408 41.18055555555556
 2896.338028169 41.736111111111114
2890.1408450704 41.04166666666667
2890.1408450704 41.04166666666667
2888.4507042254 42.15277777777778
2886.1971830986 42.84722222222222
2882.8169014085 42.84722222222222
2879.4366197183 42.56944444444444
2878.3098591549 43.68055555555556
2874.3661971831 44.51388888888889
2870.4225352113 43.958333333333336
2867.0422535211 44.236111111111114
2863.0985915493 42.986111111111114
2861.4084507042 42.01388888888889
2860.2816901408 41.18055555555556
2858.0281690141 40.208333333333336
 2856.338028169 39.09722222222222
 2856.338028169 37.986111111111114
2855.2112676056 36.875
2854.0845070423 35.76388888888889
2853.5211267606 34.65277777777778
2852.9577464789 33.68055555555556
2851.8309859155 32.84722222222222
2851.8309859155 31.736111111111114
2851.2676056338 30.625
2851.8309859155 29.375
2850.7042253521 28.26388888888889
2850.7042253521 27.291666666666668
2850.1408450704 26.458333333333336
2850.1408450704 25.208333333333336
2850.1408450704 24.375
2846.7605633803 23.680555555555557
2847.8873239437 22.430555555555557
2846.7605633803 24.375
2846.7605633803 24.375
2845.6338028169 25.625
2846.1971830986 26.458333333333336
2845.6338028169 27.569444444444446
2845.6338028169 28.541666666666668
2845.6338028169 29.51388888888889
2845.0704225352 30.625
2844.5070422535 31.736111111111114
2843.9436619718 32.708333333333336
2843.9436619718 33.958333333333336
2843.9436619718 35.06944444444444
2843.9436619718 36.18055555555556
2842.8169014085 37.15277777777778
2842.8169014085 38.40277777777778
2842.2535211268 39.375
2842.2535211268 40.34722222222222
2840.5633802817 41.18055555555556
2840.5633802817 42.15277777777778
2838.8732394366 43.125
2836.6197183099 43.81944444444444
 2832.676056338 44.236111111111114
2827.6056338028 45.34722222222222
2827.6056338028 45.34722222222222
2825.3521126761 44.51388888888889
2821.4084507042 44.65277777777778
2819.7183098592 45.486111111111114

